id,report_type,config,last_updated,is_deleted
ca32b940-b9cb-4356-a39b-3711a8448983,slide_deck,"{""label"":""Nutrition Report"",""logos"":[],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""alt_green"",""overlay"":""none""}",2025-10-03T07:49:45.302Z,f
0515c0ad-6e82-4c97-b90e-790e6d502ec8,slide_deck,"{""label"":""Meeting"",""logos"":[],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""white"",""overlay"":""none""}",2025-10-24T16:12:05.740Z,f
b72943c5-bfd9-4f51-b6ed-88ebff3ba2dc,slide_deck,"{""label"":""Vitamin A Decline in ANRIN states"",""logos"":[""nigeria_logo_good_transparent.png"",""FASTR_Primary_01_FullName (2).png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":true,""watermarkText"":""DRAFT"",""colorTheme"":""alt_green"",""overlay"":""waves""}",2025-11-07T13:32:40.280Z,f
