facility_id,admin_area_1,admin_area_2,admin_area_3,admin_area_4
LRl9e3LWbrt,Kenya,Nakuru County,Molo Sub County,Molo Ward
lrMdzLgt54x,Kenya,Meru County,Imenti South Sub County,Abogeta East Ward
LrmKxQwvG3d,Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward
LRquRhMVt4V,Kenya,Baringo County,Baringo North Sub County,Saimo/Soi Ward
lrsIBS7C4M7,Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward
lru2LUjev5u,Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward
lRUboAiCqqR,Kenya,Mombasa County,Likoni Sub County,Timbwani Ward
LrWSOVUEAWj,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Kapsowar Ward
lrYSIJWtDtX,Kenya,Machakos County,Machakos Sub County,Machakos Central Ward
Ls0CsJfzN5R,Kenya,Mombasa County,Changamwe Sub County,Airport Ward
LS3HtcugTle,Kenya,Kiambu County,Kikuyu Sub County,Karai Ward
lSB8vsporuH,Kenya,Bungoma County,Kanduyi Sub County,Bukembe East Ward
LSDVPjHeWnG,Kenya,Baringo County,Marigat Sub County,Marigat Ward
LsGHk5ZhWga,Kenya,Kilifi County,Kaloleni Sub County,Kaloleni Ward
LSjjW2Uph1L,Kenya,Nairobi County,Roysambu Sub County,Kahawa Ward
lsJwg59fkGS,Kenya,Nakuru County,Kuresoi South Sub County,Keringet Ward
lSk38qxfKop,Kenya,Meru County,Imenti North Sub County,Nyaki East Ward
lSkAjWYCVPh,Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward
lSMzzW5io9w,Kenya,Nakuru County,Molo Sub County,Molo Ward
LSnAhT2jkD7,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Moiben/Kuserwo Ward
LsNCrtWtuSQ,Kenya,Samburu County,Samburu Central Sub County,Lodokejek Ward
lSOAowrWuAZ,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward
lSoGJwVzRIz,Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward
LSQhluaYVvm,Kenya,Garissa County,Garissa Sub County,Township Ward
lSqQNspMLuC,Kenya,Garissa County,Garissa Sub County,Iftin Ward
LSr3rOPU9SB,Kenya,Garissa County,Garissa Sub County,Iftin Ward
LsRYcAi10VG,Kenya,Muranga County,Kahuro Sub County,Wangu Ward
lssT04ZvTaL,Kenya,Machakos County,Kangundo Sub County,Kangundo West Ward
LsuiNN4HvEG,Kenya,Nandi County,Tinderet Sub County,Tinderet Ward
LSUksdXhVn9,Kenya,Kitui County,Mwingi Central Sub County,Waita Ward
LsVGfNfkadu,Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward
LSx1rdvuiP2,Kenya,Kiambu County,Kabete Sub County,Kabete Ward
Lt1oTQWhQxT,Kenya,Meru County,Imenti North Sub County,Municipality Ward
Lt1p7t1uMEr,Kenya,Kiambu County,Ruiru Sub County,Gitothua Ward
Lt4qYE1GCBQ,Kenya,Nyeri County,Tetu Sub County,Wamagana Ward
LT6XGXS57II,Kenya,Nyandarua County,Oljoroorok Sub County,Weru Ward
LT7XmGI4gFo,Kenya,Nakuru County,Rongai Sub County,Menengai West Ward
Lt7z4760yX7,Kenya,Tana River County,Bura Sub County,Bura Ward
lTA6EhQVePy,Kenya,West Pokot County,Kipkomo Sub County,Chepareria Ward
ltafGTfZBUv,Kenya,Nyeri County,Nyeri Central Sub County,Rware Ward
lTByU1FuxtM,Kenya,Homa Bay County,Rachuonyo East Sub County,Kabondo West Ward
ltCJzjXsWBP,Kenya,Kitui County,Kitui East Sub County,Mutitu/Kaliku Ward
ltcUO2beWif,Kenya,Siaya County,Rarieda Sub County,North Uyoma Ward
LTEjZkZzujG,Kenya,Homa Bay County,Suba South Sub County,Ruma-kaksingiri East Ward
ltFpLKz6EC2,Kenya,Muranga County,Gatanga Sub County,Mugumo-ini Ward
lTfqvwww7IS,Kenya,Mombasa County,Nyali Sub County,Kadzandani Ward
LtGa9hWTpLy,Kenya,Nairobi County,Dagoretti North Sub County,Kilimani Ward
ltJvKksRk8d,Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward
LTMl4SiD8XF,Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward
LTmsDXQHkqT,Kenya,Mandera County,Lafey Sub County,Waranqara Ward
LTNjkCReYTz,Kenya,Garissa County,Garissa Sub County,Galbet Ward
ltOLrxktivm,Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward
LtPA1KX6oXx,Kenya,Makueni County,Kibwezi West Sub County,Emali/Mulala Ward
lTq7NBa87mK,Kenya,West Pokot County,Pokot Central Sub County,Wei Wei Ward
lTtGSv68oXN,Kenya,Kiambu County,Kikuyu Sub County,Sigona Ward
LtTKMgQOIOk,Kenya,Meru County,Igembe South Sub County,Athiru Gaiti Ward
ltup1qWjz4g,Kenya,Busia County,Butula Sub County,Marachi North Ward
LtvKXQRWLTv,Kenya,Tharaka Nithi County,Tharaka North Sub County,Gatunga Ward
ltXXkccXDjM,Kenya,Nyandarua County,Olkalou Sub County,Karau Ward
ltY5r7W4yWm,Kenya,Mombasa County,Likoni Sub County,Timbwani Ward
LtYRcLCF4SH,Kenya,Nakuru County,Gilgil Sub County,Malewa West Ward
lTZbaoT6FpB,Kenya,Nakuru County,Gilgil Sub County,Gilgil Ward
lU3bDSacYM5,Kenya,Muranga County,Kandara Sub County,Ruchu Ward
lu3i6cOd6nR,Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward
luD7OuRR6P4,Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward
lUeBChLhZoD,Kenya,Kakamega County,Lugari Sub County,Lumakanda Ward
luFDgG5G8A1,Kenya,Narok County,Transmara East Sub County,Ololmasani Ward
LUgqcwSvTS4,Kenya,Siaya County,Bondo Sub County,Yimbo East Ward
lUJfdy0aj75,Kenya,Trans Nzoia County,Kwanza Sub County,Keiyo Ward
lULskvdikpR,Kenya,Kisii County,Bomachoge Chache Sub County,Majoge Basi Ward
LunYFWqFNiA,Kenya,Kwale County,Samburu Sub County,Mwavumbo Ward
luoF4IToWKP,Kenya,Bomet County,Sotik Sub County,Rongena/Manaret Ward
luqewelGjLe,Kenya,Nakuru County,Nakuru North Sub County,Kiamaina Ward
lus6Rmsikie,Kenya,Machakos County,Matungulu Sub County,Matungulu West Ward
LuSdOLnhRI0,Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward
LUsM7PyMYYF,Kenya,Nairobi County,Kibra Sub County,Woodley/Kenyatta Golf Course Ward
LuspdICWifE,Kenya,Kericho County,Kipkelion West Sub County,Kamasian Ward
LUtxr3IE2Xz,Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward
