id,report_type,config,last_updated,is_deleted
7762a4ea-7a52-480d-8155-f0f71f4607dd,slide_deck,"{""label"":""FASTR Disruptions Short Report"",""logos"":[""FASTR_Primary_01_FullName.png"",""FASTR_White_FullName.png"",""GFF_Logo_Vertical_Recolor (white).png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""dark_green"",""overlay"":""rivers""}",2025-10-17T15:02:04.608Z,t
fd980d3b-cf7e-4ee1-91e6-98dae01c76fa,slide_deck,"{""label"":""GHANA-SHORT REPORT- 10OCT2025"",""logos"":[],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""white"",""overlay"":""none""}",2025-10-17T13:55:00.095Z,t
cda0b2b3-b0ef-4ca2-b3a8-6a7ab1c86892,slide_deck,"{""label"":""GHANA-FASTR Disruptions Short Report-17OCT2025"",""logos"":[""FASTR_Primary_01_FullName.png"",""ghs-logo.png"",""GFF_Logo_Vertical_Recolor (white).png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""dark_green"",""overlay"":""rivers""}",2025-10-20T22:05:05.606Z,f
8d00e5f8-f59e-4807-bea2-c0b2ec526249,slide_deck,"{""label"":""FASTR Full Summary Report- Sept 2025"",""logos"":[""FASTR_Primary_01_FullName.png"",""FASTR_White_FullName.png"",""GFF_Logo_Vertical_Recolor (white).png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""dark_green"",""overlay"":""rivers"",""primaryBackgroundColor"":""#F7F7F7"",""primaryTextColor"":""#1E1E1E"",""baseBackgroundColor"":""#ffffff"",""baseTextColor"":""#1E1E1E""}",2025-10-24T19:29:36.202Z,f
4a225ab0-9da0-4999-9c04-257a18bc7dc5,slide_deck,"{""label"":""FASTR Full Summary Report- Sept 2025_Updated"",""logos"":[""FASTR_Primary_01_FullName.png"",""FASTR_White_FullName.png"",""GFF_Logo_Vertical_Recolor (white).png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""dark_green"",""overlay"":""rivers"",""primaryBackgroundColor"":""#F7F7F7"",""primaryTextColor"":""#1E1E1E"",""baseBackgroundColor"":""#ffffff"",""baseTextColor"":""#1E1E1E""}",2025-10-28T21:37:46.226Z,f
