id,report_type,config,last_updated,is_deleted
af58552a-131b-4db2-aa29-61e35909f428,slide_deck,"{""label"":""FASTR Full Summary Report- Sept 2025"",""logos"":[""FASTR_Primary_01_FullName.png"",""FASTR_White_FullName.png"",""GFF_Logo_Vertical_Recolor (white).png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""dark_green"",""overlay"":""rivers"",""primaryBackgroundColor"":""#F7F7F7"",""primaryTextColor"":""#1E1E1E"",""baseBackgroundColor"":""#ffffff"",""baseTextColor"":""#1E1E1E""}",2025-10-02T21:53:39.423Z,f
ea4155b8-70ac-4d3b-aae2-056d816b778c,slide_deck,"{""label"":""FASTR Disruptions Short Report"",""logos"":[""FASTR_Primary_01_FullName.png"",""FASTR_White_FullName.png"",""GFF_Logo_Vertical_Recolor (white).png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""dark_green"",""overlay"":""rivers""}",2025-11-03T15:50:56.174Z,f
4e50810e-91ba-4c1b-8d7f-4e76ef164a43,slide_deck,"{""label"":""Template report - RMNCAH ENG"",""logos"":[""guinea_logo.png"",""FASTR_Primary_01_FullName.png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""white"",""overlay"":""dots"",""primaryBackgroundColor"":""#F7F7F7"",""primaryTextColor"":""#1E1E1E"",""baseBackgroundColor"":""#ffffff"",""baseTextColor"":""#1E1E1E""}",2025-08-28T14:18:08.102Z,t
19c95432-a5f3-4579-a880-1ddfb11badfd,slide_deck,"{""label"":""Template report - RMNCAH ENG"",""logos"":[""FASTR_Primary_01_FullName.png"",""FASTR_White_FullName.png"",""FASTR_Black_FullName.png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""dark_green"",""overlay"":""rivers"",""primaryBackgroundColor"":""#F7F7F7"",""primaryTextColor"":""#1E1E1E"",""baseBackgroundColor"":""#ffffff"",""baseTextColor"":""#1E1E1E""}",2025-08-28T14:18:25.383Z,t
fbef92f8-04d4-4f83-9228-e7e7b2791303,slide_deck,"{""label"":""Nutrition slides"",""logos"":[],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""white"",""overlay"":""none""}",2025-09-04T19:19:49.474Z,t
