id,report_type,config,last_updated,is_deleted
5ee72d90-f1e0-45e8-b46b-3c1e3b3fc541,slide_deck,"{""label"":""Test"",""logos"":[],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""white"",""overlay"":""none""}",2025-10-14T08:14:00.472Z,t
0a3ae3bf-5d8f-4afa-a5d8-da41c8539b83,slide_deck,"{""label"":""RAPPORT FASTR SNIS 2025 T3"",""logos"":[""guinea_logo.png"",""FASTR_Primary_01_FullName.png""],""logoSize"":300,""figureScale"":2,""footer"":"""",""showPageNumbers"":true,""headerSize"":1,""useWatermark"":false,""watermarkText"":"""",""colorTheme"":""white"",""overlay"":""dots"",""primaryBackgroundColor"":""#F7F7F7"",""primaryTextColor"":""#1E1E1E"",""baseBackgroundColor"":""#FFFFFF"",""baseTextColor"":""#1E1E1E""}",2025-11-20T11:06:49.943Z,f
